#{"t_start": 1760104453.683867, "env_id": "None"}
r,l,t
-4.910843,100,13.049014
-13.162173,100,13.049022
-11.330346,100,13.049029
-7.303027,100,13.049035
-9.159987,100,13.049041
-10.49343,100,13.049046
-9.055484,100,13.049051
-10.5910225,100,13.049056
-14.671911,100,13.049061
-5.060702,100,13.190786
-10.198536,100,13.190817
-8.734606,100,13.190826
-17.740526,100,13.190833
-7.150272,100,13.190839
-7.4372754,100,13.190844
-8.730392,100,13.19085
-5.1146173,100,13.190855
-4.555104,100,13.19086
-14.174173,100,13.190865
-6.067466,100,13.350732
-23.101572,100,13.350782
-22.159626,100,13.350794
-10.526835,100,13.350801
-25.000483,100,13.350807
-21.476965,100,13.350813
-10.7306385,100,13.350819
-13.815928,100,13.350824
-18.381765,100,13.350829
-10.240238,100,13.350834
-3.7273974,100,13.496762
-8.930741,100,13.496799
-4.148368,100,13.496807
-7.1906238,100,13.496814
-10.266694,100,13.49682
-12.442313,100,13.496825
-8.674707,100,13.496831
-11.63979,100,13.496836
-7.6574287,100,13.496841
-15.363252,100,13.496846
-32.28563,100,13.640239
-29.227825,100,13.640285
-21.499142,100,13.640295
-15.482681,100,13.640303
-39.218132,100,13.640309
-19.12187,100,13.640315
-22.820253,100,13.64032
-22.431656,100,13.640326
-44.033894,100,13.64033
-46.87852,100,13.640335
-25.9365,100,13.785886
-20.149853,100,13.785929
-26.37246,100,13.785941
-25.416628,100,13.785948
-18.537146,100,13.785957
-18.642458,100,13.785963
-32.613106,100,13.785968
-16.864231,100,13.785974
-4.599589,100,13.785979
-52.212284,100,13.785983
-16.139208,100,13.938825
-13.249657,100,13.938876
-12.211478,100,13.938889
-9.271502,100,13.938896
-4.6298356,100,13.938902
-10.853506,100,13.938908
-5.761976,100,13.938915
-13.686697,100,13.93892
-7.356576,100,13.938929
-6.7604423,100,13.938934
-27.248697,100,14.084001
-34.864643,100,14.084057
-31.665667,100,14.084067
-33.47234,100,14.084077
-48.19775,100,14.084084
-48.332584,100,14.08409
-53.260864,100,14.084096
-17.013563,100,14.084102
-43.31023,100,14.084107
-19.621685,100,14.084112
-5.1882863,100,14.228702
-12.487396,100,14.228748
-13.185678,100,14.228759
-22.439611,100,14.228766
-12.18642,100,14.228772
-4.813233,100,14.228778
-9.284671,100,14.228784
-12.989271,100,14.228789
-18.061375,100,14.228794
-12.600596,100,14.228802
-5.862976,100,14.373004
-13.568981,100,14.373043
-4.3556914,100,14.373052
-10.147832,100,14.373059
-4.013628,100,14.373066
-7.470565,100,14.373072
-9.361577,100,14.373077
-9.124637,100,14.373082
-4.997417,100,14.373088
-12.926201,100,14.373093
-7.8584523,100,14.51638
-7.851619,100,14.516424
-7.149566,100,14.516436
-6.2717214,100,14.516443
-11.219223,100,14.516453
-6.9287863,100,14.516459
-11.192659,100,14.516474
-20.652477,100,14.516479
-6.132241,100,14.516487
-17.838966,100,14.516491
-12.82822,100,14.660866
-11.327156,100,14.660908
-2.3547893,100,14.660919
-6.734428,100,14.660925
-12.119482,100,14.660931
-7.9666243,100,14.660936
-7.145454,100,14.66094
