#{"t_start": 1761302692.6657631, "env_id": "None"}
r,l,t
-223.806,100,19.109569
-260.42508,100,19.109573
-167.18745,100,19.109577
-277.67328,100,19.109581
-161.98984,100,19.109584
-267.81958,100,19.109588
-59.115734,100,19.236263
-57.48591,100,19.236272
-94.959076,100,19.236277
-91.75625,100,19.236282
-51.444954,100,19.236286
-66.61537,100,19.23629
-132.11934,100,19.236294
-149.99849,100,19.236297
-73.57845,100,19.236301
-174.44861,100,19.236304
-55.482296,100,19.363592
-86.179504,100,19.363603
-77.14141,100,19.363609
-46.407253,100,19.363617
-143.49251,100,19.363622
-71.962944,100,19.363626
-47.03374,100,19.36363
-54.00257,100,19.363634
-50.720806,100,19.363638
-103.92716,100,19.363642
-63.80101,100,19.490596
-100.427925,100,19.49061
-60.991688,100,19.490615
-73.91305,100,19.49062
-147.6835,100,19.490625
-94.0286,100,19.490629
-11.639973,100,19.490633
-34.34449,100,19.490637
-64.23387,100,19.490641
-42.29722,100,19.490645
-90.67783,100,19.617759
-39.276615,100,19.617769
-29.604168,100,19.617774
-41.347992,100,19.617779
-50.125793,100,19.617783
-153.76736,100,19.617787
-29.658133,100,19.617791
-33.927013,100,19.617798
-99.24409,100,19.617802
-84.878105,100,19.617806
-106.29295,100,19.744843
-53.64172,100,19.744855
-130.60101,100,19.74486
-128.62358,100,19.744868
-237.28804,100,19.744872
-36.948353,100,19.744877
-32.17572,100,19.744881
-205.71951,100,19.744885
-120.88005,100,19.744889
-97.358505,100,19.744893
-30.991804,100,22.638551
-100.12422,100,22.638593
-197.96552,100,22.638604
-47.506832,100,22.63861
-36.92614,100,22.638615
-37.651543,100,22.63862
-123.366806,100,22.638625
-86.69785,100,22.638639
-80.07596,100,22.638644
-135.6418,100,22.638649
-70.65293,100,22.767922
-171.05373,100,22.767943
-128.89883,100,22.767953
-68.47583,100,22.767959
-204.4303,100,22.767968
-144.99281,100,22.767973
-151.40503,100,22.767977
-76.87548,100,22.767981
-93.327255,100,22.767985
-98.74669,100,22.767989
-103.929,100,22.895912
-50.498608,100,22.895924
-127.1362,100,22.89593
-23.847652,100,22.895935
-71.91316,100,22.89594
-113.910965,100,22.895944
-27.00902,100,22.895949
-69.08583,100,22.895953
-50.635098,100,22.895957
-171.73282,100,22.895961
-90.089806,100,23.023199
-49.35521,100,23.023218
