#{"t_start": 1760104923.8170428, "env_id": "None"}
r,l,t
-21.837147,100,7.792482
-20.548647,100,7.792486
-12.762413,100,7.949379
-11.868192,100,7.949404
-20.507526,100,7.949412
-12.518604,100,7.949418
-40.110573,100,7.949423
-4.017572,100,7.949429
-14.188543,100,7.949437
-28.23352,100,7.949442
-17.127316,100,7.949446
-12.253734,100,7.94945
-27.939445,100,8.106072
-39.108402,100,8.1061
-8.832583,100,8.106111
-20.12863,100,8.106117
-11.469562,100,8.106122
-29.41463,100,8.10613
-7.830315,100,8.106134
-16.99253,100,8.106138
-10.079561,100,8.106143
-13.405398,100,8.106147
-19.53302,100,8.262216
-8.059486,100,8.262239
-21.279251,100,8.262247
-11.7230215,100,8.262252
-8.414898,100,8.26226
-13.545594,100,8.262266
-8.351193,100,8.26227
-17.804998,100,8.262275
-23.512398,100,8.262279
-14.744212,100,8.262282
-22.96944,100,8.41852
-16.828354,100,8.418544
-20.248041,100,8.418553
-16.62208,100,8.418562
-13.792839,100,8.418568
-15.714865,100,8.418573
-21.157007,100,8.418581
-9.744715,100,8.418586
-21.907394,100,8.418591
-34.16175,100,8.418607
-12.396863,100,8.578459
-11.951532,100,8.578505
-22.3824,100,8.578512
-30.01641,100,8.578518
-25.863377,100,8.578526
-22.058775,100,8.57853
-29.807842,100,8.578534
-15.1755085,100,8.578538
-18.942327,100,8.578543
-14.172798,100,8.57855
-11.995182,100,8.736144
-11.988164,100,8.736178
-8.5921955,100,8.736185
-26.257288,100,8.736194
-10.67683,100,8.7362
-19.054071,100,8.736205
-15.277576,100,8.73621
-9.592245,100,8.736215
-9.216824,100,8.736219
-23.401548,100,8.736223
-13.581325,100,8.898472
-13.858294,100,8.898517
-18.64986,100,8.898525
-15.516653,100,8.898532
-14.820257,100,8.898537
-16.647669,100,8.898542
-20.001421,100,8.898546
-7.442129,100,8.89855
-10.403418,100,8.898555
-8.435148,100,8.89856
-10.149208,100,9.073456
-7.009488,100,9.073505
-7.501928,100,9.073516
-4.9697695,100,9.073524
-26.032784,100,9.073531
-11.131581,100,9.073536
-20.393791,100,9.073541
-14.66969,100,9.073546
-20.507113,100,9.07355
-11.326747,100,9.073555
-9.551539,100,9.233599
-6.185147,100,9.233631
-6.693668,100,9.233639
-6.1453805,100,9.233644
-4.734175,100,9.233649
-21.162964,100,9.233654
-7.6741786,100,9.233659
-8.531369,100,9.233663
-15.539381,100,9.233668
-13.256149,100,9.233672
-14.285351,100,9.397238
-8.306769,100,9.397279
-12.381314,100,9.397287
-11.913576,100,9.397294
-9.116809,100,9.397299
-7.8600025,100,9.397304
-19.07126,100,9.397309
-8.593836,100,9.397314
-9.054477,100,9.397319
-11.475257,100,9.397323
-16.779081,100,9.556783
-27.124119,100,9.55683
-17.401766,100,9.55684
-5.4857674,100,9.556846
-20.400818,100,9.556856
-5.051201,100,9.556861
-8.136955,100,9.556865
-14.432717,100,9.55687
-11.517404,100,9.556875
